tax_seq_id,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0008150,GO:0008152,GO:0009987,GO:0071704,GO:0110165
P86483,0,0,0,0,1,1,0,0,0,1
B1P0S1,1,0,1,1,0,0,0,0,0,0
D1J6P8,1,0,1,1,0,0,0,0,0,0
Q8UZC1,1,0,1,1,0,0,0,0,0,0
Q072L5,0,0,0,0,1,1,0,0,0,1
P54293,1,0,1,1,0,0,0,0,0,0
P0DPA8,0,0,0,0,0,1,1,1,1,0
Q5CPU3,1,1,0,0,1,1,1,0,1,1
C0HLR9,1,0,1,0,0,0,0,0,0,0
P69547,0,0,0,0,0,1,1,1,1,0
D2W6T1,1,1,1,0,0,0,0,0,0,0
Q7BQ99,1,0,1,1,0,0,0,0,0,0
D2BRN2,1,0,1,0,1,0,0,0,0,0
E2E2N4,0,0,0,0,0,1,0,0,0,0
P86915,0,0,0,0,1,0,0,0,0,1
P22173,0,0,0,0,0,1,0,0,0,0
D2CGS0,0,0,0,0,0,1,1,1,1,0
Q66677,1,0,1,1,1,1,0,0,0,1
D7REY3,1,1,0,0,0,0,0,0,0,0
A0A5P2U9X4,1,0,1,1,1,0,0,0,0,1
A0A191T6Q6,1,1,0,0,0,1,0,0,0,0
A0A0U3BRC5,1,1,0,0,1,1,1,1,1,1
F6RG56,1,0,1,1,1,1,0,1,0,1
L7TUW7,0,0,0,0,0,1,0,0,0,0
Q66YX3,0,0,0,0,1,0,0,0,0,1
E2DHI3,1,0,1,1,0,0,0,0,0,0
Q89894,0,0,0,0,0,1,0,0,0,0
Q4VW77,1,0,1,1,1,1,0,0,0,1
D9IX97,0,0,0,0,0,1,0,0,0,0
P17462,0,0,0,0,1,0,0,0,0,0
A0A0B5LB52,1,1,0,0,1,1,1,1,1,1
P16153,1,0,0,0,1,1,0,0,0,1
F8SVM6,1,1,0,0,0,0,0,0,0,0
B2J4E5,1,1,0,0,0,1,1,0,1,0
A0A023I7E1,1,1,0,0,0,1,1,0,1,0
D2CVN7,1,0,1,1,1,1,1,1,1,1
Q8WZM3,1,1,0,0,0,1,1,1,1,0
P20639,1,0,1,1,0,0,0,0,0,0
A0A0M4KE44,1,1,0,0,0,0,0,0,0,0
P50804,1,0,1,1,0,0,0,0,0,0
P16946,1,0,1,1,0,0,0,0,0,0
P0CH43,1,0,1,1,0,0,0,0,0,0
A0A0L0V3D9,1,0,1,1,1,1,0,0,0,1
O70632,1,0,1,1,0,0,0,0,0,0
Q05JY7,1,1,0,0,1,1,1,0,1,1
O42721,1,0,1,0,1,1,0,1,0,1
P25020,1,0,1,1,0,0,0,0,0,0
U6A492,0,0,0,0,0,1,0,0,0,0
D0AB41,1,0,1,1,0,0,0,0,0,0
A0A075TRL0,0,0,0,0,1,1,1,1,1,1
P83321,0,0,0,0,0,1,0,1,0,0
P0CC11,0,0,0,0,1,0,0,0,0,1
C6YCI2,0,0,0,0,0,1,0,0,0,0
P84462,0,0,0,0,1,0,0,0,0,1
Q30PM2,1,1,1,0,0,1,1,0,1,0
A3FMG9,1,0,0,0,0,1,0,0,0,0
O31266,1,1,0,0,0,1,1,1,0,0
B2ZRS9,1,0,1,1,0,0,0,0,0,0
P83886,1,0,1,1,0,1,0,1,0,0
P86170,0,0,0,0,1,0,0,0,0,1
E0SLG0,0,0,0,0,0,1,1,0,1,0
Q877H2,1,0,1,1,0,0,0,0,0,0
B9VRJ2,0,0,0,0,1,0,0,0,0,1
P03169,1,0,1,1,0,1,0,0,0,0
O52646,1,1,0,0,0,1,1,1,1,0
Q05H60,1,0,1,1,0,0,0,0,0,0
A0A443HK11,0,0,0,0,0,1,1,1,1,0
W7LL82,0,0,0,0,0,1,1,1,1,0
O15726,1,1,0,0,0,0,0,0,0,0
Q9TU32,1,0,1,1,0,0,0,0,0,0
P11909,0,0,0,0,1,0,0,0,0,1
Q8GH87,1,0,1,1,0,0,0,0,0,0
Q800Y1,0,0,0,0,1,1,0,0,0,1
P86973,0,0,0,0,0,1,0,1,0,0
C0HLZ2,0,0,0,0,1,0,0,0,0,1
Q65967,1,0,1,1,0,0,0,0,0,0
G8XHD7,1,1,0,0,0,1,1,1,1,0
P03406,1,0,1,1,0,1,0,0,0,0
A0A1L2D3T3,1,1,0,0,0,1,1,1,1,0
A0A0U3C228,1,1,0,0,0,1,1,0,0,0
P82141,0,0,0,0,1,0,0,0,0,1
R0MLT0,1,0,1,1,1,0,0,0,0,1
P25014,0,0,0,0,1,0,0,0,0,1
C8ZZN2,1,0,1,0,0,0,0,0,0,0
Q2LIJ5,0,0,0,0,1,0,0,0,0,1
P56923,0,0,0,0,1,0,0,0,0,1
P30927,1,0,1,1,0,0,0,0,0,0
P04611,1,0,1,0,0,1,0,0,0,0
Q69028,1,1,0,0,0,0,0,0,0,0
Q7VLE8,1,0,1,1,0,0,0,0,0,0
P0DO26,0,0,0,0,0,1,0,0,0,0
P81180,1,0,1,0,0,1,0,0,0,0
A7BJ35,1,1,0,0,0,0,0,0,0,0
D5IGG0,0,0,0,0,0,1,1,1,1,0
A9LIW2,0,0,0,0,1,0,0,0,0,1
Q8KY51,1,0,1,1,0,0,0,0,0,0
T1RRR9,1,1,0,0,0,1,1,1,1,0
Q9FV68,1,1,0,0,0,1,1,1,1,0
P42494,1,1,0,0,0,0,0,0,0,0
S5TDC0,0,0,0,0,0,1,0,0,0,0
A7HD43,1,1,1,1,0,1,1,1,1,0
Q9NB22,0,0,0,0,0,1,1,1,1,0
P10271,1,1,0,0,0,0,0,0,0,0
Q4F867,1,1,1,1,1,1,0,0,0,1
I7H727,1,1,0,0,0,1,1,1,1,0
D9TT09,1,1,0,0,0,0,0,0,0,0
Q8V9P2,1,0,1,0,1,0,0,0,0,0
C0HK81,1,0,1,0,0,0,0,0,0,0
Q8KQL2,1,1,1,0,0,1,1,1,1,0
Q5HV33,0,0,0,0,0,1,0,0,0,0
P86491,1,1,0,0,0,1,1,1,0,0
S0HPF7,1,0,1,0,1,1,0,1,0,1
Q7Y3F3,1,0,1,1,0,0,0,0,0,0
Q0FPQ4,1,1,1,0,0,0,0,0,0,0
A9WGE2,1,1,0,0,0,1,1,1,1,0
P13559,1,1,0,0,1,1,0,1,0,0
Q914J4,1,0,1,0,1,0,0,0,0,0
O93077,1,0,1,1,0,0,0,0,0,0
P88958,1,0,1,1,0,0,0,0,0,0
C0HLK3,1,0,0,0,1,1,0,0,0,1
C0SJS2,0,0,0,0,0,1,1,1,1,0
A9A1T2,1,1,1,0,0,1,1,1,1,0
Q5EP34,1,0,1,1,0,0,0,0,0,0
D6QUQ2,0,0,0,0,1,1,0,0,0,1
A0N0F0,0,0,0,0,0,1,0,0,0,0
C0HLX7,1,0,1,1,0,1,0,1,0,0
Q9XYT4,1,0,1,0,1,1,0,0,0,1
O64332,1,0,1,0,0,0,0,0,0,0
P60514,1,0,1,1,0,0,0,0,0,0
P21530,1,0,1,1,1,1,0,0,0,1
P16275,0,0,0,0,1,0,0,0,0,1
C0HK25,1,0,1,0,0,1,0,0,0,0
Q03RR4,1,1,0,0,0,1,1,1,1,0
Q29W25,0,0,0,0,1,0,0,0,0,1
Q15JG7,1,1,1,0,0,0,0,0,0,0
H6U1I8,1,1,0,0,1,1,1,1,1,1
A0A250YGJ5,1,1,0,0,0,1,0,0,0,0
B0BXR4,1,0,1,1,0,0,0,0,0,0
P14350,1,0,1,1,0,0,0,0,0,0
P0C5U5,1,0,1,1,0,0,0,0,0,0
B9KDD4,1,1,1,0,0,1,1,1,1,0
A0A068MVV3,1,0,0,0,0,0,0,0,0,0
A0A1C7D1B7,1,0,1,0,0,1,1,1,1,0
Q8T5G8,1,1,0,0,0,1,0,0,0,0
A0A445AGS0,0,0,0,0,1,1,0,0,0,1
Q6QCN0,1,0,1,1,0,0,0,0,0,0
A9VAD3,1,0,1,1,0,0,0,0,0,0
P04326,1,0,1,1,0,0,0,0,0,0
P04122,1,0,1,1,0,0,0,0,0,0
P84782,1,0,0,0,0,1,0,0,0,0
A0QJI1,1,0,1,0,0,0,0,0,0,0
A0A140NBY9,1,0,1,0,0,0,0,0,0,0
P83056,0,0,0,0,1,1,0,0,0,1
Q9X180,1,0,1,1,0,0,0,0,0,0
Q1JUQ0,1,1,1,1,0,1,1,1,1,0
G0HV10,0,0,0,0,1,0,0,0,0,1
P0C6V6,0,0,0,0,1,1,0,0,0,1
I7GQA7,0,0,0,0,1,0,0,0,0,1
A0A0B8RZS0,1,1,1,1,0,1,0,0,0,0
Q703W7,1,1,1,1,0,1,1,0,1,0
A0A087I6S4,1,0,1,0,1,0,0,0,0,0
Q48796,1,1,1,0,0,1,1,1,0,0
C0HK27,1,0,1,0,0,0,0,0,0,0
Q99036,1,1,1,0,0,1,1,1,1,0
Q73GA4,1,1,0,0,0,0,0,0,0,0
P84795,1,0,0,0,0,1,0,0,0,0
B2KNH9,1,0,1,0,0,1,0,0,0,0
Q39Q67,1,1,0,0,0,0,0,0,0,0
P0DO55,1,1,1,1,1,1,1,1,1,1
Q3BJY7,0,0,0,0,1,0,0,0,0,1
Q8MMZ7,1,1,1,0,1,1,1,1,1,1
E3PZS2,1,1,0,0,0,1,1,1,1,0
P03533,0,0,0,0,0,1,0,0,0,0
P0C6Y5,1,0,1,1,0,0,0,0,0,0
E3VWI7,1,1,1,0,0,1,1,1,1,0
Q39532,1,0,1,1,0,0,0,0,0,0
Q04569,1,0,1,1,0,0,0,0,0,0
G0FS68,1,1,0,0,0,1,1,1,0,0
P18891,1,0,1,1,0,1,0,0,0,0
Q939X3,1,1,0,0,0,0,0,0,0,0
J3BZS6,1,1,0,0,0,0,0,0,0,0
P84997,1,0,1,0,0,1,0,0,0,0
A7MNC6,0,0,0,0,0,1,0,1,0,0
Q9UWR6,1,1,0,0,0,0,0,0,0,0
B2ZAB3,1,1,0,0,0,0,0,0,0,0
O68601,1,0,1,1,0,0,0,0,0,0
J9V8B5,1,0,1,0,0,0,0,0,0,0
K7NBW3,1,1,0,0,0,0,0,0,0,0
Q749L1,1,1,0,0,0,1,1,1,0,0
P06437,1,0,1,1,0,0,0,0,0,0
P83370,1,1,0,0,1,0,0,0,0,1
A0A0E2LMN8,0,0,0,0,0,1,0,1,0,0
Q9FPK5,1,1,1,1,0,1,1,1,1,0
A0A0F6B2Q9,0,0,0,0,0,1,0,0,0,0
S2QWF9,1,1,0,0,0,0,0,0,0,0
Q66793,1,0,1,1,0,0,0,0,0,0
P0DN71,1,1,1,0,0,0,0,0,0,0
A0A173GP47,1,1,0,0,0,0,0,0,0,0
P85101,1,1,0,0,0,1,0,0,0,0
M9YCR7,0,0,0,0,0,1,0,0,0,0
P85062,1,1,0,0,1,1,0,0,0,1
Q5SF94,1,0,1,1,1,1,0,0,0,1
A8E2V8,1,1,0,0,1,1,1,1,1,1
Q9E006,0,0,0,0,0,1,0,0,0,0
A0A0F6T2T1,1,1,0,0,0,0,0,0,0,0
P46116,1,1,1,1,0,0,0,0,0,0
Q899Y1,1,1,1,0,0,0,0,0,0,0
P84826,0,0,0,0,1,0,0,0,0,1
P82896,1,0,1,1,0,0,0,0,0,0
P83546,0,0,0,0,0,1,0,0,0,0
A3QFI1,1,1,0,0,0,0,0,0,0,0
F0TTD6,0,0,0,0,0,1,0,0,0,0
Q55217,1,1,0,0,0,1,1,1,1,0
Q8S3C0,1,1,0,0,0,1,1,1,1,0
Q6ED64,0,0,0,0,1,0,0,0,0,1
D5VB34,1,0,1,1,1,0,0,0,0,1
Q3J677,1,0,1,1,0,0,0,0,0,0
Q4W5W8,1,0,1,1,0,0,0,0,0,0
P85070,0,0,0,0,1,1,0,0,0,1
Q39659,1,1,0,0,0,1,1,1,1,0
A0A286QZ36,0,0,0,0,0,1,0,0,0,0
A1S3N8,1,0,1,1,0,0,0,0,0,0
Q91235,1,0,1,1,0,1,0,0,0,0
B3G3K1,1,0,0,0,1,1,0,1,0,1
Q8KNZ7,1,0,1,1,0,0,0,0,0,0
Q87AV4,0,0,0,0,0,1,0,1,0,0
Q5E5B9,1,1,0,0,1,0,0,0,0,1
B0Y813,1,0,0,0,0,0,0,0,0,0
P0DUB8,1,0,1,1,0,0,0,0,0,0
C0HLV1,1,0,0,0,0,1,0,0,0,0
P84884,0,0,0,0,0,1,0,0,0,0
A0A192EZE4,1,1,0,0,0,0,0,0,0,0
B2HIL6,1,1,0,0,0,1,1,1,1,0
Q48JD2,1,0,0,0,0,1,0,0,0,0
M4GGR6,1,1,0,0,0,0,0,0,0,0
Q8I7Z2,0,0,0,0,0,1,0,0,0,0
Q93Q04,1,0,1,1,0,0,0,0,0,0
A1T557,1,0,1,1,0,0,0,0,0,0
Q8HA43,1,1,0,0,0,0,0,0,0,0
Q8AY96,0,0,0,0,1,1,0,0,0,1
P14990,0,0,0,0,0,1,1,1,1,0
Q856K7,1,0,1,0,0,0,0,0,0,0
P0C0N0,1,1,1,1,0,0,0,0,0,0
Q8DPV9,1,1,0,0,0,1,1,1,1,0
Q9DHW0,1,0,1,1,0,0,0,0,0,0
Q95V77,1,0,1,1,0,1,0,0,0,0
B6F0W8,1,1,0,0,0,1,1,1,0,0
C0HKX4,0,0,0,0,1,1,0,0,0,1
C1F6L3,0,0,0,0,0,1,0,1,0,0
B3CTB0,1,0,1,1,0,0,0,0,0,0
Q7JQD3,1,0,1,1,0,1,0,1,0,0
P83706,0,0,0,0,1,1,0,0,0,1
P27713,0,0,0,0,0,1,0,0,0,0
Q9GSF8,1,0,1,0,1,1,0,1,0,1
B1Q2A8,0,0,0,0,0,1,1,1,1,0
A9CSE6,0,0,0,0,0,1,0,0,0,0
O87896,0,0,0,0,0,1,1,1,0,0
C0HKX8,0,0,0,0,1,1,0,0,0,1
P86781,0,0,0,0,0,1,0,0,0,0
O12369,1,0,1,1,0,0,0,0,0,0
A0A0H2ZKY7,1,0,1,1,0,1,0,1,0,0
D9MPF2,1,1,0,0,0,0,0,0,0,0
C7Z7K1,1,0,1,1,0,0,0,0,0,0
P03139,1,0,1,1,0,0,0,0,0,0
A0A120HUS7,1,1,0,0,0,1,1,1,1,0
Q4R0J7,1,1,0,0,0,0,0,0,0,0
P0C6X1,1,0,1,1,0,0,0,0,0,0
P83443,1,1,0,0,0,1,1,0,1,0
Q52060,1,1,1,1,0,1,1,1,0,0
Q7X3G5,1,1,0,0,0,1,1,1,1,0
B4NDL8,0,0,0,0,1,0,0,0,0,1
Q45976,1,0,1,1,0,0,0,0,0,0
Q0VZ68,1,1,0,0,0,1,1,1,0,0
Q15BH7,0,0,0,0,0,1,0,0,0,0
P84195,1,1,0,0,1,1,1,1,1,1
E9RH15,0,0,0,0,0,1,1,1,0,0
O50078,1,1,1,0,0,1,1,1,1,0
Q939U1,1,1,1,1,1,1,1,1,0,1
P08563,1,0,1,1,0,0,0,0,0,0
Q9KJ20,1,1,0,0,0,1,1,1,1,0
Q52008,1,1,0,0,0,1,1,1,1,0
Q9KID9,1,1,0,0,0,0,0,0,0,0
G0RZX9,1,0,1,1,0,0,0,0,0,0
Q25077,0,0,0,0,1,0,0,0,0,1
A7GBG3,1,0,1,1,0,0,0,0,0,0
Q9HNE6,0,0,0,0,0,1,1,1,1,0
D5WYQ5,1,1,0,0,0,0,0,0,0,0
G8HXD9,1,0,0,0,0,0,0,0,0,0
Q9MCS4,0,0,0,0,0,1,0,0,0,0
J7T0S1,0,0,0,0,1,0,0,0,0,1
Q7Y5N4,0,0,0,0,0,1,0,0,0,0
B3XPQ7,1,1,0,0,0,0,0,0,0,0
P81786,1,1,1,0,0,1,1,0,1,0
Q2JDA6,0,0,0,0,0,1,0,1,0,0
T1RRL8,1,1,0,0,0,1,1,1,1,0
Q2F6P2,0,0,0,0,1,0,0,0,0,1
Q3T905,1,1,1,0,0,1,1,0,1,0
Q4PNI0,1,1,0,0,0,1,1,1,1,0
O87872,1,1,0,0,0,1,1,1,1,0
Q72B00,1,0,1,1,0,0,0,0,0,0
Q976W8,1,0,1,1,0,0,0,0,0,0
A4AQI7,1,1,1,0,0,1,1,0,1,0
P32923,1,0,1,1,0,0,0,0,0,0
Q5SF93,1,0,1,1,1,1,0,0,0,1
C6FX52,1,0,1,0,0,1,0,0,0,0
P18314,1,0,1,1,0,0,0,0,0,0
D0R7H8,0,0,0,0,0,1,0,1,0,0
A0A6M6R9M4,0,0,0,0,1,0,0,0,0,1
P0A3E5,1,0,1,0,1,1,0,0,0,0
A0A1R3S3A8,0,0,0,0,1,0,0,0,0,1
Q55032,0,0,0,0,1,0,0,0,0,1
Q59WG3,0,0,0,0,1,0,0,0,0,1
Q9PW35,1,1,1,0,1,1,0,0,0,1
E7CLP2,1,0,0,0,1,1,0,0,0,1
Q0PBF4,1,0,1,0,1,1,0,0,0,0
H6QM85,1,0,1,1,0,0,0,0,0,0
Q9J546,1,1,0,0,0,0,0,0,0,0
Q8JJT9,0,0,0,0,0,1,1,1,1,0
Q06100,1,0,1,0,1,0,0,0,0,1
P23890,1,0,1,1,1,1,0,0,0,1
L7I518,0,0,0,0,0,1,1,1,1,0
A6BL27,1,1,0,0,0,0,0,0,0,0
A0MD28,0,0,0,0,0,1,0,0,0,0
C3RT18,0,0,0,0,1,1,0,1,0,1
P09592,0,0,0,0,0,1,0,0,0,0
Q1HVC7,1,0,1,1,0,1,0,0,0,0
P04936,0,0,0,0,0,1,0,0,0,0
P13529,1,0,1,1,1,0,0,0,0,1
P05460,0,0,0,0,0,1,0,0,0,0
Q8J2N2,1,1,0,0,0,0,0,0,0,0
C0HLM1,1,0,0,0,1,1,0,0,0,1
D0ENL5,1,1,0,0,0,0,0,0,0,0
Q7TVI1,0,0,0,0,0,1,0,0,0,0
A0A0C5CJR8,1,1,0,0,1,1,1,0,1,1
Q01972,1,1,0,0,1,1,0,0,0,1
A0A0K1SC59,1,1,0,0,0,0,0,0,0,0
P86928,1,0,1,0,1,0,0,0,0,1
P95357,0,0,0,0,0,1,0,1,0,0
B4L7U0,0,0,0,0,1,0,0,0,0,1
F1CKI6,1,1,0,0,0,1,1,1,1,0
R9RWQ9,0,0,0,0,0,1,0,0,0,0
F2YI08,0,0,0,0,1,0,0,0,0,1
B8ZV94,1,1,0,0,0,1,1,1,0,0
Q4ZHV6,1,0,1,1,0,0,0,0,0,0
Q858F5,1,1,0,0,1,1,0,0,0,0
B6DMH6,1,0,1,1,0,0,0,0,0,0
P81294,1,1,0,0,0,1,1,0,1,0
P56568,1,1,0,0,0,1,0,0,0,0
D7UNT2,1,1,1,0,1,1,1,1,1,1
P95544,1,1,0,0,0,1,1,1,1,0
G0Z414,0,0,0,0,1,0,0,0,0,1
P86681,1,0,0,0,0,1,0,0,0,0
Q5FJG8,1,1,0,0,0,1,1,1,1,0
Q68G84,1,1,0,0,0,1,1,1,1,0
P84870,1,0,1,0,0,0,0,0,0,0
F5HGI6,0,0,0,0,1,0,0,0,0,1
Q9F837,1,1,0,0,0,1,1,1,1,0
P86123,0,0,0,0,1,1,0,0,0,1
A0A482N9V7,0,0,0,0,0,1,1,1,1,0
Q8P3F8,1,1,1,1,0,0,0,0,0,0
P31008,1,0,0,0,0,1,0,0,0,0
Q663I4,0,0,0,0,0,1,0,0,0,0
Q82005,0,0,0,0,1,0,0,0,0,1
P85870,0,0,0,0,1,1,0,0,0,1
Q86LE4,0,0,0,0,1,0,0,0,0,1
Q8MU95,1,0,1,0,1,1,0,1,0,1
A3PLJ2,0,0,0,0,0,1,0,1,0,0
Q9WXG7,1,1,0,0,0,1,1,1,1,0
A0A455R7M0,1,1,0,0,0,1,1,0,0,0
P13701,0,0,0,0,1,0,0,0,0,1
P12747,0,0,0,0,0,1,1,1,0,0
Q6U6H1,1,1,0,0,1,0,0,0,0,1
Q88F34,1,0,1,0,1,1,0,0,0,0
Q8L5K4,1,1,1,0,0,1,1,1,1,0
P58434,0,0,0,0,0,1,0,0,0,0
P08902,1,0,1,1,0,0,0,0,0,0
Q84361,0,0,0,0,1,1,1,1,1,1
C0HJF7,1,0,0,0,0,1,0,0,0,0
K1J238,1,1,1,1,0,1,1,1,1,0
A7ZRJ5,1,0,1,1,0,0,0,0,0,0
P33110,1,1,0,0,0,1,1,1,1,0
Q73JV3,0,0,0,0,0,1,0,0,0,0
C7BKP9,1,1,1,0,0,1,0,0,0,0
Q0GPY6,1,1,0,0,0,0,0,0,0,0
Q5Z110,1,1,0,0,0,1,1,1,1,0
Q6Q3H8,1,1,1,1,0,1,1,1,1,0
P50097,1,0,1,1,1,0,0,0,0,0
P36923,1,1,0,0,0,1,1,1,1,0
A0A421IFY4,1,0,1,1,0,0,0,0,0,0
A0L9W2,1,0,1,1,0,0,0,0,0,0
Q66765,0,0,0,0,0,1,0,0,0,0
Q5H861,1,1,0,0,0,1,1,0,1,0
P09616,1,0,1,1,0,0,0,0,0,0
P02722,0,0,0,0,1,0,0,0,0,1
A0A023FT45,1,0,1,1,0,0,0,0,0,0
Q7VHS0,1,0,1,0,1,1,0,0,0,0
U3I7D9,1,1,0,0,0,1,1,1,1,0
F1C7I4,1,1,1,1,1,1,1,1,1,1
P03304,1,1,1,1,0,1,0,0,0,0
Q1J1N6,1,0,1,0,0,0,0,0,0,0
Q9RHW0,1,1,1,0,1,1,1,0,1,1
P24300,1,0,1,1,0,0,0,0,0,0
Q9UVI4,0,0,0,0,1,1,0,1,0,1
B1AAM3,1,1,0,0,0,0,0,0,0,0
P15569,0,0,0,0,0,1,0,0,0,0
Q95865,0,0,0,0,1,0,0,0,0,1
Q9S3R8,1,0,1,0,1,0,0,0,0,1
A0A0U4EBH5,1,1,0,0,0,1,1,1,1,0
Q6UEG2,1,1,0,0,0,1,1,1,1,0
Q9WXF2,1,0,1,1,0,0,0,0,0,0
A0A1Z3GD08,1,0,1,0,0,1,0,0,0,0
Q3HRQ2,0,0,0,0,1,1,0,0,0,1
Q9GRC4,0,0,0,0,1,1,0,0,0,1
Q1JHQ6,0,0,0,0,1,0,0,0,0,1
G2WLG4,0,0,0,0,1,1,0,0,0,1
Q85449,1,0,1,1,0,0,0,0,0,0
F4MJ04,0,0,0,0,1,0,0,0,0,1
A0A343URW6,1,1,0,0,1,1,1,0,1,1
P35804,1,0,1,1,0,1,0,0,0,0
B4EVF5,1,1,0,0,0,0,0,0,0,0
U6C6H1,1,1,0,0,0,0,0,0,0,0
Q9P9I8,0,0,0,0,0,1,0,0,0,0
B2C6E9,0,0,0,0,1,0,0,0,0,1
P83716,0,0,0,0,1,1,0,0,0,1
Q9FSV7,1,1,0,0,0,1,1,0,1,0
P55013,1,0,0,0,1,1,0,1,0,1
Q7X281,1,1,0,0,0,0,0,0,0,0
P85109,1,1,0,0,1,1,0,0,0,1
A0A096P8D3,1,1,1,1,0,1,1,1,1,0
Q6WGI9,1,0,0,0,1,0,0,0,0,1
Q6Y7T6,1,1,0,0,0,1,0,0,0,0
E0TZB5,0,0,0,0,1,1,0,0,0,1
B0FAQ4,1,0,1,1,0,0,0,0,0,0
P83245,1,1,0,0,0,1,0,0,0,0
Q01905,0,0,0,0,0,1,0,0,0,0
F6KMV5,1,0,1,1,0,0,0,0,0,0
P31107,1,0,0,0,1,1,0,0,0,1
G0RUC2,1,0,1,1,0,0,0,0,0,0
C0RGW8,1,1,0,0,0,1,1,1,1,0
Q5UR82,1,1,0,0,0,1,1,1,1,0
Q84UV8,1,1,0,0,1,0,0,0,0,1
P68451,1,0,1,1,0,0,0,0,0,0
Q04641,1,0,1,1,0,0,0,0,0,0
I1TJX3,0,0,0,0,0,1,0,0,0,0
P80408,0,0,0,0,1,1,0,0,0,1
A3FEU9,1,0,1,1,0,0,0,0,0,0
M1FPW6,0,0,0,0,1,0,0,0,0,1
Q8NRR3,0,0,0,0,0,1,0,0,0,0
Q8X0Z0,1,1,0,0,0,1,1,1,1,0
P06915,0,0,0,0,0,1,0,0,0,0
P04045,1,0,1,1,0,0,0,0,0,0
Q39688,0,0,0,0,1,0,0,0,0,1
P84881,1,0,0,0,0,0,0,0,0,0
Q60381,1,0,1,1,0,0,0,0,0,0
Q77CD2,0,0,0,0,0,1,0,0,0,0
I6W9F2,1,0,1,1,0,0,0,0,0,0
W5KG21,0,0,0,0,0,1,0,1,0,0
Q8SA63,1,1,0,0,0,1,1,1,1,0
O87990,1,1,0,0,1,1,1,1,1,1
P10542,1,0,1,1,0,0,0,0,0,0
P86569,0,0,0,0,1,0,0,0,0,1
P85060,1,1,0,0,1,1,0,0,0,1
D2DRC4,1,1,0,0,0,1,1,1,1,0
P96453,1,0,1,1,0,0,0,0,0,0
Q79GN7,1,0,1,1,0,0,0,0,0,0
P84785,0,0,0,0,0,1,0,0,0,0
E1ARS7,0,0,0,0,0,1,0,0,0,0
B0VH76,1,1,1,1,0,1,1,1,1,0
L8B068,1,1,0,0,1,1,1,1,1,1
C7N8L9,1,1,0,0,0,1,1,1,1,0
P0DJZ2,1,0,1,1,0,1,0,0,0,0
P0DO20,1,0,1,1,1,0,0,0,0,1
P11409,1,1,0,0,0,1,1,1,1,0
Q94FV7,1,0,1,1,0,0,0,0,0,0
Q9YH12,0,0,0,0,1,1,0,0,0,1
Q8GED9,1,1,0,0,0,0,0,0,0,0
Q9MV26,0,0,0,0,1,0,0,0,0,1
Q9SPP9,1,1,0,0,0,1,1,0,1,0
P0C5W7,0,0,0,0,1,1,0,0,0,1
Q9E7P0,1,0,1,1,0,0,0,0,0,0
R9TNA6,1,0,1,0,0,1,0,0,0,0
A5FF23,1,1,0,0,0,0,0,0,0,0
P84556,1,0,0,0,0,0,0,0,0,0
P86193,1,0,0,0,1,1,0,0,0,1
P67863,0,0,0,0,0,1,0,0,0,0
P09776,1,0,1,1,0,0,0,0,0,0
O57125,1,0,1,1,0,0,0,0,0,0
A0A3Q0KR05,1,1,0,0,0,1,1,1,1,0
A6M5L8,0,0,0,0,1,0,0,0,0,1
Q83887,0,0,0,0,0,1,0,0,0,0
Q873R3,1,1,0,0,0,0,0,0,0,0
P18247,1,0,1,1,0,1,0,0,0,0
P84869,0,0,0,0,0,1,0,0,0,0
C3Z6E6,1,0,1,1,1,0,0,0,0,1
P14894,1,0,1,0,0,1,0,0,0,0
P04882,0,0,0,0,1,0,0,0,0,1
Q8GKU0,1,0,1,1,0,0,0,0,0,0
P0CK11,1,0,1,1,0,1,0,0,0,0
Q9Y749,1,1,0,0,1,1,1,0,1,1
Q936X3,1,1,0,0,0,1,1,1,1,0
C3JAQ3,1,1,0,0,0,1,1,1,1,0
Q6UIL3,0,0,0,0,0,1,1,1,1,0
P52461,1,0,1,1,0,0,0,0,0,0
Q89GE3,1,1,0,0,0,1,1,1,0,0
Q5EPH2,1,0,0,0,0,1,0,0,0,0
Q2U4B8,0,0,0,0,1,0,0,0,0,1
L7T720,0,0,0,0,0,1,1,1,0,0
C0HLT7,1,0,1,1,0,1,0,0,0,0
B5A434,1,1,0,0,0,1,1,1,1,0
Q15EM2,0,0,0,0,1,0,0,0,0,1
P07268,0,0,0,0,0,1,1,0,1,0
P29991,1,0,1,1,0,1,0,0,0,0
P68456,1,0,1,1,0,0,0,0,0,0
Q6T1X6,1,1,0,0,0,0,0,0,0,0
Q2RIF8,1,0,1,1,0,0,0,0,0,0
A0A346LU62,1,0,1,0,1,0,0,0,0,0
Q81BL7,1,0,1,1,1,1,1,1,1,1
Q51918,1,0,1,0,0,0,0,0,0,0
Q43714,0,0,0,0,0,1,0,1,0,0
F2X8A1,1,0,1,1,0,0,0,0,0,0
Q91CG6,1,0,1,1,0,0,0,0,0,0
P52377,0,0,0,0,0,1,0,0,0,0
Q401Q1,1,0,0,0,0,0,0,0,0,0
P86012,1,1,0,0,1,0,0,0,0,1
A4I8P2,1,0,1,1,0,0,0,0,0,0
A0A2U7VKE8,0,0,0,0,0,1,0,0,0,0
E6Y3G9,1,1,0,0,0,0,0,0,0,0
